date,momentum_10,momentum_20,sma_20,sma_200,macd,macd_signal,bb_width,atr_14,volume_sma_20,volume_ratio,trend_label,month,weekday,trend_lag1,trend_lag2,trend_lag3
2021-01-05,0.0648672830301222,-0.0077542499254398,67.22,67.22,0.025527065527072,0.0051054131054144,2.760828032587277,1.0450000000000017,1121206.855,1.134527605155282,Uptrend,1,1,Uptrend,Sideways,Sideways
2021-01-05,-0.0648976406315663,-0.1249924956474755,162.625,162.625,-0.6294017094016908,-0.1258803418803381,16.12423434874762,7.832071428571424,1292467.0,1.0753334514536927,Sideways,1,1,Downtrend,Uptrend,Sideways
2021-01-05,0.0869528333898881,0.0461486257210723,120.155,120.155,0.3629629629629818,0.0725925925925963,12.86934341759519,4.879999999999996,1180147.5,1.1980544804780755,Sideways,1,1,Uptrend,Sideways,Downtrend
2021-01-05,0.0033076074972435,0.0702472830366987,63.24,63.24,-0.039886039886035,-0.007977207977207,2.760828032587277,1.3700000000000043,1202368.5,1.11875269520118,Sideways,1,1,Uptrend,Uptrend,Uptrend
2021-01-05,-0.0481457384515288,-0.0559531554977228,76.87,76.87,0.0031908831908822,0.0006381766381764,2.760828032587277,1.7199999999999989,1128926.5,1.1611446803667025,Sideways,1,1,Sideways,Downtrend,Downtrend
2021-01-05,0.0894705532421178,0.0644854253420583,85.045,85.045,0.1587464387464336,0.0317492877492867,5.62856997824494,3.4200000000000017,1121206.855,0.9802352331270452,Downtrend,1,1,Sideways,Uptrend,Uptrend
2021-01-05,-0.0445519604878539,0.0137082955347243,99.43,99.43,0.0350997150997187,0.0070199430199437,2.760828032587277,2.364999999999995,1341908.0399999998,0.9605023281489462,Downtrend,1,1,Sideways,Downtrend,Downtrend
2021-01-05,-0.0593347639484979,-0.1261802575107297,94.51,94.51,0.2090028490028288,0.0418005698005657,7.410479066835023,4.140000000000001,1341908.0399999998,1.1003120258492496,Downtrend,1,1,Sideways,Downtrend,Downtrend
2021-01-05,0.0344704623796505,0.0721502436705099,83.64,83.64,-0.0781766381766431,-0.0156353276353286,2.771858582251241,2.119999999999997,1121206.855,1.146928481274224,Uptrend,1,1,Uptrend,Downtrend,Downtrend
2021-01-05,-0.0222713631337861,-0.0442268204075185,62.86,62.86,-0.0717948717948786,-0.0143589743589757,2.760828032587277,2.18,1208761.5,0.951249688213928,Sideways,1,1,Sideways,Downtrend,Sideways
2021-01-05,0.0593261325165241,0.156698371755602,61.765,61.765,-0.0422792022792037,-0.0084558404558407,2.760828032587277,1.2550000000000026,1134216.5,0.8696320323324516,Uptrend,1,1,Uptrend,Sideways,Sideways
2021-01-05,-0.0105208692652637,-0.081062435322525,174.89,174.89,0.1515669515669628,0.0303133903133925,5.374011537017793,5.284999999999997,1341908.0399999998,0.8698947220261226,Downtrend,1,1,Downtrend,Sideways,Sideways
2021-01-05,0.1007583965330445,0.063199711087035,81.50999999999999,81.50999999999999,-0.2488888888888851,-0.049777777777777,9.0528522208933,2.9749999999999943,1341908.0399999998,0.9770309694876812,Uptrend,1,1,Uptrend,Downtrend,Downtrend
2021-01-05,-0.018929503916449,-0.0993798955613577,63.06,63.06,0.2839886039885968,0.0567977207977193,10.06920056409644,3.664999999999996,1341908.0399999998,0.8865161083412664,Downtrend,1,1,Sideways,Uptrend,Sideways
2021-01-05,-0.0200657894736843,0.1507894736842103,154.32,154.32,0.370142450142481,0.0740284900284962,13.123901858822308,6.434999999999988,1121206.855,1.0766777096672966,Downtrend,1,1,Downtrend,Uptrend,Uptrend
2021-01-05,0.0583054626532888,0.0554069119286511,90.705,90.705,0.160341880341889,0.0320683760683778,5.685138520739827,2.634999999999991,1294351.5,0.8479744489808216,Sideways,1,1,Sideways,Downtrend,Sideways
2021-01-05,0.0291812572953142,0.133566783391696,60.18,60.18,0.0335042735042634,0.0067008547008526,2.760828032587277,1.5900000000000034,1270761.0,1.0308964470895785,Sideways,1,1,Sideways,Uptrend,Uptrend
2021-01-05,-0.0208784410763995,0.100525827404887,63.575,63.575,-0.1731054131054179,-0.0346210826210835,6.137686860699233,2.640000000000001,1340445.0,1.0902864347287655,Uptrend,1,1,Downtrend,Downtrend,Sideways
2021-01-05,-0.0047718096170317,-0.0369509360088096,81.105,81.105,-0.0997150997150981,-0.0199430199430196,3.5355339059327378,1.9050000000000007,1121206.855,0.8890999483656287,Sideways,1,1,Sideways,Uptrend,Uptrend
2021-01-06,-0.0200657894736843,0.1507894736842103,154.07,154.07,0.411021663785192,0.1414271247798353,9.440254233864664,6.163333333333317,1185143.0,1.238782155402344,Downtrend,1,2,Downtrend,Downtrend,Uptrend
2021-01-06,0.0344704623796505,0.0721502436705099,83.4925,83.43333333333334,-0.1489056095323917,-0.0422893840147412,2.760828032587277,1.8099999999999976,1121206.855,0.9827117691858204,Uptrend,1,2,Uptrend,Uptrend,Downtrend
2021-01-06,0.0583054626532888,0.0554069119286511,90.77333333333333,90.77333333333333,0.2203209389534208,0.0697188886453864,4.047781285263966,2.4066666666666614,1308243.0,1.0212368803043472,Sideways,1,2,Sideways,Sideways,Downtrend
2021-01-06,-0.0105208692652637,-0.081062435322525,175.11,175.11,0.2454548258536988,0.0733416774214538,4.094288705013412,4.973333333333329,1250588.3333333333,0.8184619772293841,Downtrend,1,2,Downtrend,Downtrend,Sideways
2021-01-06,-0.0481457384515288,-0.0559531554977228,77.36,77.36,0.1213240152271453,0.0247753443559702,3.3957620646918087,2.306666666666667,1265662.3333333333,1.2160700049802646,Downtrend,1,2,Sideways,Sideways,Downtrend
2021-01-06,-0.0593347639484979,-0.1261802575107297,94.9675,94.99666666666668,0.3823355329907798,0.1099075624386086,6.231061974762696,3.353333333333334,1222236.6666666667,0.7276626730775,Downtrend,1,2,Downtrend,Sideways,Downtrend
2021-01-06,-0.0648976406315663,-0.1249924956474755,162.14666666666668,162.14666666666668,-0.9151221175152672,-0.2837286970073239,16.12423434874762,7.832071428571424,1307402.3333333333,0.8093136766407637,Sideways,1,2,Sideways,Downtrend,Uptrend
2021-01-06,0.0869528333898881,0.0461486257210723,120.41666666666669,120.41666666666669,0.5243389258204161,0.1629418592381603,9.278821764283094,4.126666666666665,1121206.855,0.8730664745857204,Sideways,1,2,Sideways,Uptrend,Sideways
2021-01-06,0.1007583965330445,0.063199711087035,82.45666666666666,82.45666666666666,-0.0900538144982476,-0.0578329851218711,9.0528522208933,3.7866666666666617,1341908.0399999998,1.169912042100993,Uptrend,1,2,Uptrend,Uptrend,Downtrend
2021-01-06,0.0291812572953142,0.133566783391696,59.98333333333333,59.98333333333333,-0.0044454184625237,0.0044716000681773,2.760828032587277,1.4066666666666687,1199124.6666666667,0.8805189563275878,Sideways,1,2,Sideways,Sideways,Uptrend
2021-01-06,-0.0047718096170317,-0.0369509360088096,80.42,80.42,-0.2907771852501355,-0.0741098530044428,5.364028336987047,2.043333333333337,1121206.855,0.8804804342642388,Sideways,1,2,Sideways,Sideways,Uptrend
2021-01-06,-0.018929503916449,-0.0993798955613577,63.5875,63.75,0.5263843637632633,0.1507150493908281,8.57596641784469,3.1299999999999955,1268298.0,0.8291671200301507,Downtrend,1,2,Downtrend,Sideways,Uptrend
2021-01-06,-0.0222713631337861,-0.0442268204075185,62.77333333333333,62.77333333333333,-0.1120695448900619,-0.0339010884651929,2.760828032587277,1.63,1234328.6666666667,1.041426837692608,Sideways,1,2,Sideways,Sideways,Downtrend
2021-01-06,0.0648672830301222,-0.0077542499254398,68.04,68.04,0.2287117799368587,0.0498266864717032,5.717062182624915,1.8533333333333344,1206958.0,1.2647505830048686,Sideways,1,2,Uptrend,Uptrend,Sideways
2021-01-06,0.0033076074972435,0.0702472830366987,63.35666666666666,63.35666666666666,-0.0228179966071593,-0.0109453657031974,2.760828032587277,1.263333333333338,1292886.0,1.1400239464268311,Sideways,1,2,Sideways,Uptrend,Uptrend
2021-01-06,-0.0208784410763995,0.100525827404887,62.36666666666667,62.36666666666667,-0.5093776836226951,-0.1295724028214059,9.429683628485812,2.8800000000000003,1247279.6666666667,1.12850970762029,Uptrend,1,2,Uptrend,Downtrend,Downtrend
2021-01-06,0.0593261325165241,0.156698371755602,62.57,62.57,0.1388670546505253,0.0210087385654324,5.677041483026194,2.4266666666666694,1146017.0,1.0205939353430185,Uptrend,1,2,Uptrend,Uptrend,Sideways
2021-01-06,-0.0445519604878539,0.0137082955347243,99.21333333333332,99.21333333333332,-0.0072022142677496,0.004175511562405,2.760828032587277,2.576666666666663,1341908.0399999998,0.7781539544615071,Downtrend,1,2,Downtrend,Sideways,Downtrend
2021-01-06,0.0894705532421178,0.0644854253420583,85.46666666666665,85.46666666666665,0.302849814530731,0.0859693931055756,4.937097662932501,2.7900000000000014,1121206.855,1.1094564087841088,Downtrend,1,2,Downtrend,Sideways,Uptrend
2021-01-07,-0.0208784410763995,0.100525827404887,62.52,62.52,-0.5253245886305749,-0.2087228399832397,7.796409429987619,3.022499999999999,1303100.0,1.12850970762029,Sideways,1,3,Uptrend,Uptrend,Downtrend
2021-01-07,-0.0105208692652637,-0.081062435322525,173.5925,173.5925,-0.2030997435895187,0.0180533932192593,13.16435794104666,6.559999999999995,1274437.25,1.0561398766396697,Sideways,1,3,Downtrend,Downtrend,Downtrend
2021-01-07,-0.018929503916449,-0.0993798955613577,63.5875,63.5875,0.5483595674184869,0.2302439529963599,7.121900495420206,3.292499999999995,1192690.25,0.8098221646399809,Downtrend,1,3,Downtrend,Downtrend,Sideways
2021-01-07,-0.0648976406315663,-0.1249924956474755,162.0075,162.0075,-1.0966395641282531,-0.4463108704315098,13.21237298898268,7.609999999999999,1229267.5,0.8093136766407637,Downtrend,1,3,Sideways,Sideways,Downtrend
2021-01-07,0.0593261325165241,0.156698371755602,62.7775,62.7775,0.2169860074627081,0.0602041923448875,4.923562395935164,2.582500000000003,1121206.855,0.8803463145327383,Uptrend,1,3,Uptrend,Uptrend,Uptrend
2021-01-07,0.1007583965330445,0.063199711087035,83.3425,83.3425,0.167039805773598,-0.0128584269427773,10.239967447864927,3.692499999999999,1341908.0399999998,0.9791298181453888,Uptrend,1,3,Uptrend,Uptrend,Uptrend
2021-01-07,-0.0047718096170317,-0.0369509360088096,80.1975,80.1975,-0.3988654039997925,-0.1390609632035127,4.727606864647981,1.8250000000000028,1121206.855,1.176198066282904,Sideways,1,3,Sideways,Sideways,Sideways
2021-01-07,0.0583054626532888,0.0554069119286511,91.025,91.025,0.3342040083618514,0.1226159125886794,3.8699526267556905,2.352499999999996,1341908.0399999998,1.1277806878031476,Uptrend,1,3,Sideways,Sideways,Sideways
2021-01-07,0.0291812572953142,0.133566783391696,60.010000000000005,60.010000000000005,0.0057586168166352,0.0047290034178689,2.760828032587277,1.3825000000000005,1203139.25,1.0100102710471792,Sideways,1,3,Sideways,Sideways,Sideways
2021-01-07,-0.0222713631337861,-0.0442268204075185,62.755,62.755,-0.1343694221596223,-0.0539947552040788,2.760828032587277,1.4650000000000016,1279046.75,1.104886119291574,Sideways,1,3,Sideways,Sideways,Sideways
2021-01-07,0.0648672830301222,-0.0077542499254398,68.6225,68.6225,0.4403384162415449,0.1279290324256716,6.595867393047456,2.0,1182683.25,0.9384245528124288,Sideways,1,3,Sideways,Uptrend,Uptrend
2021-01-07,0.0344704623796505,0.0721502436705099,83.4925,83.4925,-0.150771263904744,-0.0639857599927418,2.760828032587277,1.8424999999999976,1121206.855,0.8443489019193303,Uptrend,1,3,Uptrend,Uptrend,Uptrend
2021-01-07,0.0033076074972435,0.0702472830366987,63.22,63.22,-0.0714077860997051,-0.0230378497824989,2.760828032587277,1.2675000000000036,1274513.5,0.9567540869516094,Sideways,1,3,Sideways,Sideways,Uptrend
2021-01-07,-0.0481457384515288,-0.0559531554977228,77.52250000000001,77.52250000000001,0.1861710672187655,0.0570544889285292,3.0622649569667715,2.259999999999998,1210349.5,0.8629003440741703,Downtrend,1,3,Downtrend,Sideways,Sideways
2021-01-07,-0.0445519604878539,0.0137082955347243,98.68,98.68,-0.175875210618102,-0.0318346328736963,4.4969915869760655,2.6149999999999984,1341908.0399999998,1.1034391878333272,Sideways,1,3,Downtrend,Downtrend,Sideways
2021-01-07,0.0894705532421178,0.0644854253420583,85.5775,85.5775,0.3803912079283265,0.1448537560701258,4.127485110007484,2.702500000000001,1138093.25,1.1598662939086932,Sideways,1,3,Downtrend,Downtrend,Sideways
2021-01-07,-0.0593347639484979,-0.1261802575107297,94.9675,94.9675,0.4268288263375837,0.1732918152184036,5.0929886445321415,3.032499999999999,1243155.25,1.0504810239911708,Downtrend,1,3,Downtrend,Downtrend,Sideways
2021-01-07,-0.0200657894736843,0.1507894736842103,153.375,153.375,0.2564851882769403,0.1644387374792563,9.503992143655523,5.634999999999991,1121206.855,0.822836181340101,Sideways,1,3,Downtrend,Downtrend,Downtrend
2021-01-07,0.0869528333898881,0.0461486257210723,120.705,120.705,0.6950541226366909,0.2693643119178665,7.919494933390638,4.134999999999998,1189936.25,1.202243397492933,Sideways,1,3,Sideways,Sideways,Uptrend
2021-01-07,-0.0085566173255886,-0.0455936543626257,162.83,162.83,0.763017815997614,0.2190655691897364,11.933013031083078,3.989999999999995,1314834.75,1.1673200757737807,Downtrend,1,3,Sideways,Sideways,Uptrend
2021-01-08,-0.0222713631337861,-0.0442268204075185,62.798,62.798,-0.1287710989701338,-0.0689500239572898,2.760828032587277,1.4920000000000015,1302390.6,1.0716953884648737,Downtrend,1,4,Sideways,Sideways,Sideways
2021-01-08,-0.0200657894736843,0.1507894736842103,152.118,152.118,-0.2025560411186973,0.0910397817596656,13.93371163760753,5.571999999999991,1170109.4,1.1745200918820071,Uptrend,1,4,Sideways,Downtrend,Downtrend
2021-01-08,0.0593261325165241,0.156698371755602,63.236,63.236,0.4089369134270839,0.1299507365613268,5.915985125065816,2.5800000000000027,1121206.855,1.0647327685481929,Sideways,1,4,Uptrend,Uptrend,Uptrend
2021-01-08,-0.0085566173255886,-0.0455936543626257,163.4,163.4,1.0282982570997206,0.3809121067717332,11.523436987288108,4.007999999999993,1221520.0,0.694430709280241,Downtrend,1,4,Downtrend,Sideways,Sideways
2021-01-08,-0.0445519604878539,0.0137082955347243,99.094,99.094,-0.0132586099169031,-0.0281194282823377,5.373907330797579,3.006,1341908.0399999998,0.8768577469950631,Downtrend,1,4,Sideways,Downtrend,Downtrend
2021-01-08,-0.0481457384515288,-0.0559531554977228,77.88,77.88,0.3385592581840768,0.1133554427796388,4.154226763189513,2.227999999999997,1237722.4,1.0884621624364237,Downtrend,1,4,Downtrend,Downtrend,Sideways
2021-01-08,0.0344704623796505,0.0721502436705099,83.98400000000001,83.98400000000001,0.0313655739961689,-0.0449154931949596,4.737053936783894,2.4379999999999966,1121206.855,1.1981676652771365,Sideways,1,4,Uptrend,Uptrend,Uptrend
2021-01-08,-0.0593347639484979,-0.1261802575107297,94.652,94.652,0.3379636991723913,0.2062261920092011,5.236135979899672,2.963999999999998,1251775.8,1.027546626161011,Downtrend,1,4,Downtrend,Downtrend,Downtrend
2021-01-08,0.0291812572953142,0.133566783391696,60.0,60.0,0.0033172357183417,0.0044466498779635,2.760828032587277,1.3340000000000003,1171677.8,0.8925935099222669,Sideways,1,4,Sideways,Sideways,Sideways
2021-01-08,0.1007583965330445,0.063199711087035,83.794,83.794,0.3346540119036802,0.0566440608265141,9.744274216174318,3.7319999999999993,1341908.0399999998,0.8572600596785922,Uptrend,1,4,Uptrend,Uptrend,Uptrend
2021-01-08,0.0583054626532888,0.0554069119286511,90.698,90.698,0.2289647720481014,0.1438856844805638,4.448226612932388,2.7259999999999964,1341908.0399999998,1.0021645943056994,Uptrend,1,4,Uptrend,Sideways,Sideways
2021-01-08,0.0869528333898881,0.0461486257210723,120.912,120.912,0.8344457540723766,0.3823806003487685,7.103993243240041,3.9339999999999975,1176690.4,0.9549725229338152,Uptrend,1,4,Sideways,Sideways,Sideways
2021-01-08,-0.0208784410763995,0.100525827404887,62.562,62.562,-0.5517750174700069,-0.2773332754805931,6.762330959070255,2.806,1285722.0,0.945935435498498,Sideways,1,4,Sideways,Uptrend,Uptrend
2021-01-08,0.0894705532421178,0.0644854253420583,85.422,85.422,0.3482610607848073,0.1855352170130621,3.4355009338765683,2.6659999999999995,1121206.855,0.8892817469626791,Uptrend,1,4,Sideways,Downtrend,Downtrend
2021-01-08,0.0033076074972435,0.0702472830366987,63.29600000000001,63.29600000000001,-0.0456430025271927,-0.0275588803314377,2.760828032587277,1.4960000000000035,1277036.8,1.0079036093556584,Sideways,1,4,Sideways,Sideways,Sideways
2021-01-08,-0.0648976406315663,-0.1249924956474755,160.95,160.95,-1.6148467993478164,-0.6800180562147713,14.845524578134643,7.683999999999997,1302268.8,1.2242280549146227,Sideways,1,4,Downtrend,Sideways,Sideways
2021-01-08,-0.0047718096170317,-0.0369509360088096,80.074,80.074,-0.4750158271911147,-0.2062519360010331,4.2406225957988966,1.922,1182516.4,1.2171771994029006,Sideways,1,4,Sideways,Sideways,Sideways
2021-01-08,-0.018929503916449,-0.0993798955613577,63.534000000000006,63.534000000000006,0.5768773529897473,0.2995706329950374,6.186281597211689,3.029999999999996,1220429.0,1.0909147521076603,Downtrend,1,4,Downtrend,Downtrend,Downtrend
2021-01-08,0.0648672830301222,-0.0077542499254398,68.81,68.81,0.5365092746997107,0.2096450808804794,5.95328480756632,1.9379999999999995,1235419.6,1.1707479790671929,Uptrend,1,4,Sideways,Sideways,Uptrend
2021-01-08,-0.0105208692652637,-0.081062435322525,172.768,172.768,-0.5179148650212255,-0.0891402584288376,13.16435794104666,5.889999999999998,1294016.4,1.0605221077569034,Sideways,1,4,Sideways,Downtrend,Downtrend
2021-01-11,-0.0208784410763995,0.100525827404887,62.47,62.47,-0.6236461509770308,-0.3465958505798807,6.115213814741061,2.5383333333333327,1256909.3333333333,0.8421920176948559,Uptrend,1,0,Sideways,Sideways,Uptrend
2021-01-11,-0.018929503916449,-0.0993798955613577,63.208333333333336,63.208333333333336,0.4538428276909911,0.3304250719342281,6.3873082489157085,3.006666666666663,1227267.3333333333,1.027859998989625,Downtrend,1,0,Downtrend,Downtrend,Downtrend
2021-01-11,0.0894705532421178,0.0644854253420583,85.40333333333332,85.40333333333332,0.3598028422446191,0.2203887420593735,3.4355009338765683,2.5516666666666645,1155852.6666666667,1.2094249036353537,Uptrend,1,0,Uptrend,Sideways,Downtrend
2021-01-11,-0.0200657894736843,0.1507894736842103,151.26666666666665,151.26666666666665,-0.5662771633959665,-0.0404236072714608,14.996547158151657,5.026666666666661,1183533.5,1.0567119561888194,Sideways,1,0,Uptrend,Sideways,Downtrend
2021-01-11,-0.0222713631337861,-0.0442268204075185,62.85,62.85,-0.1117493802436655,-0.077509895214565,2.760828032587277,1.378333333333335,1282397.8333333333,0.922049280858891,Sideways,1,0,Downtrend,Sideways,Sideways
2021-01-11,0.0593261325165241,0.156698371755602,63.63333333333333,63.63333333333333,0.5985401940153992,0.2236686280521413,6.5692455173076425,2.370000000000003,1162876.5,1.1835384067009695,Sideways,1,0,Sideways,Uptrend,Uptrend
2021-01-11,-0.0085566173255886,-0.0455936543626257,163.555,163.555,1.1167282521843165,0.5280753358542499,10.418161066138282,4.056666666666662,1206635.0,0.9383202045357544,Downtrend,1,0,Downtrend,Downtrend,Sideways
2021-01-11,0.0344704623796505,0.0721502436705099,84.45833333333333,84.45833333333333,0.2439073635311217,0.0128490781502566,6.288957518274913,2.389999999999996,1148771.6666666667,1.1697302771220854,Sideways,1,0,Sideways,Uptrend,Uptrend
2021-01-11,-0.0593347639484979,-0.1261802575107297,94.355,94.355,0.2230071043942842,0.2095823744862178,5.51377910330109,3.043333333333332,1182957.1666666667,0.7091245766435893,Downtrend,1,0,Downtrend,Downtrend,Downtrend
2021-01-11,0.0291812572953142,0.133566783391696,60.10833333333333,60.10833333333333,0.0564094045362892,0.0148392008096286,2.760828032587277,1.3250000000000004,1130556.5,0.9153453750875696,Sideways,1,0,Sideways,Sideways,Sideways
2021-01-11,0.0033076074972435,0.0702472830366987,63.54166666666666,63.54166666666666,0.0683965629786413,-0.0083677916694219,2.760828032587277,1.6250000000000024,1258178.8333333333,0.9250584806902782,Sideways,1,0,Sideways,Sideways,Sideways
2021-01-11,-0.0648976406315663,-0.1249924956474755,160.68833333333333,160.68833333333333,-1.790253074242372,-0.9020650598202916,13.523488701761323,7.588333333333334,1263356.5,0.831076319091899,Downtrend,1,0,Sideways,Downtrend,Sideways
2021-01-11,-0.0047718096170317,-0.0369509360088096,80.16833333333334,80.16833333333334,-0.4447061493245883,-0.2539427786657442,3.903919398075061,1.936666666666668,1214327.3333333333,1.1309817067446395,Sideways,1,0,Sideways,Sideways,Sideways
2021-01-11,0.0583054626532888,0.0554069119286511,90.35833333333332,90.35833333333332,0.0856694755396318,0.1322424426923774,5.187024837675892,2.543333333333329,1311155.6666666667,0.7863375998832581,Uptrend,1,0,Uptrend,Uptrend,Sideways
2021-01-11,-0.0445519604878539,0.0137082955347243,99.14,99.14,0.0042131839078791,-0.0216529058442943,4.827653674405411,2.979999999999999,1341908.0399999998,0.9226993347772564,Downtrend,1,0,Downtrend,Sideways,Downtrend
2021-01-11,-0.0105208692652637,-0.081062435322525,172.19833333333335,172.19833333333335,-0.7682353748036235,-0.2249592817037948,13.030509839091678,5.546666666666667,1299530.1666666667,1.0212144619959445,Sideways,1,0,Sideways,Sideways,Downtrend
2021-01-11,0.1007583965330445,0.063199711087035,84.56,84.56,0.6847260650038578,0.1822604616619829,11.50170769929403,3.691666666666668,1341908.0399999998,1.0079269469763592,Uptrend,1,0,Uptrend,Uptrend,Uptrend
2021-01-11,0.0869528333898881,0.0461486257210723,120.81166666666668,120.81166666666668,0.8200722943246035,0.4699189391439355,6.429602372360733,3.991666666666665,1213891.8333333333,1.153232076828372,Uptrend,1,0,Uptrend,Sideways,Sideways
2021-01-11,-0.0481457384515288,-0.0559531554977228,77.81166666666667,77.81166666666667,0.3073128635479634,0.1521469269333037,3.775492903802984,2.286666666666664,1289463.0,1.2006284786767825,Downtrend,1,0,Downtrend,Downtrend,Downtrend
2021-01-11,0.0648672830301222,-0.0077542499254398,68.78666666666668,68.78666666666668,0.6142213975083024,0.2746651840187995,5.329685419109353,1.918333333333334,1281508.5,1.179822841596447,Uptrend,1,0,Uptrend,Sideways,Sideways
2021-01-12,-0.0105208692652637,-0.081062435322525,170.98142857142855,170.98142857142855,-1.4079083055470676,-0.4615490864724494,17.53143353821241,6.515714285714288,1275490.5714285714,0.8869160034111245,Uptrend,1,1,Sideways,Sideways,Sideways
2021-01-12,0.0583054626532888,0.0554069119286511,90.66285714285712,90.66285714285712,0.2779518560467693,0.1613843253632558,5.727766954556927,2.8799999999999977,1273485.7142857143,0.8225188459122319,Uptrend,1,1,Uptrend,Uptrend,Uptrend
2021-01-12,0.0894705532421178,0.0644854253420583,85.22714285714287,85.22714285714287,0.2738050602858379,0.2310720057046664,3.648613565778248,2.435714285714285,1163125.857142857,1.037518848531439,Uptrend,1,1,Uptrend,Uptrend,Sideways
2021-01-12,0.0593261325165241,0.156698371755602,63.94714285714286,63.94714285714286,0.7570209387040734,0.3303390901825278,6.855060001126716,2.4728571428571464,1121206.855,0.7477260996598942,Sideways,1,1,Sideways,Sideways,Uptrend
2021-01-12,-0.0222713631337861,-0.0442268204075185,62.885714285714286,62.885714285714286,-0.097937499415309,-0.0815954160547138,2.760828032587277,1.412857142857145,1284191.142857143,1.0083787037488188,Downtrend,1,1,Sideways,Downtrend,Sideways
2021-01-12,0.0033076074972435,0.0702472830366987,63.58,63.58,0.08038315631822,0.0093823979281064,2.760828032587277,1.6700000000000028,1250783.142857143,0.964522912616347,Sideways,1,1,Sideways,Sideways,Sideways
2021-01-12,-0.0481457384515288,-0.0559531554977228,77.67,77.67,0.2274780772826545,0.1672131570031739,3.758510343207803,2.198571428571426,1296523.0,1.0326720004195835,Downtrend,1,1,Downtrend,Downtrend,Downtrend
